player_id,player,img_url,born,birth_place,height,role,bat_style,bowl_style
11086,Shafiul Hayet,/a/img/v1/152x152/i1/c182026/shafiul-hayet.jpg," Nov 21, 1997 (23 years) ", Dhaka , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11087,Abdul Halim,/a/img/v1/152x152/i1/c182026/abdul-halim.jpg," Nov 02, 1998 (22 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11088,Jaker Ali,/a/img/v1/152x152/i1/c182026/jaker-ali.jpg," Feb 22, 1998 (23 years) ", -- , -- , WK-Batsman , Right Handed Bat ," Bangladesh U19, Sylhet Sixers, Bangladesh Cricket Board XI, Dhaka Platoon, Minister Group Rajshahi "
11089,Mehedi Hasan Rana,/a/img/v1/152x152/i1/c182026/mehedi-hasan-rana.jpg," Jan 01, 1997 (24 years) ", Chandpur , -- , Bowler , Left Handed Bat , Left-arm fast 
11090,Saif Hassan,/a/img/v1/152x152/i1/c182026/saif-hassan.jpg," Oct 30, 1998 (22 years) ", Dhaka , -- , Batsman , Right Handed Bat ," Bangladesh U19, Bangladesh U23, Khulna Titans, Bangladesh A, Bangladesh Cricket Board XI, Bangladesh, Khulna Tigers, Fortune Barishal, Bangladesh Emerging Team "
11091,Sanjit Saha,/a/img/v1/152x152/i1/c182026/sanjit-saha.jpg," Nov 04, 1997 (23 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
11093,Sushma Verma,/a/img/v1/152x152/i1/c151729/sushma-verma.jpg," Nov 03, 1992 (28 years) "," Shimla, Himachal Pradesh ", -- , WK-Batsman , Right Handed Bat ," India Women, India Women Green, India Women Blue, Velocity, India Women Board President XI, India B Women "
11094,Rajeshwari Gayakwad,/a/img/v1/152x152/i1/c182026/rajeshwari-gayakwad.jpg," Jun 01, 1991 (30 years) "," Bijapur, Karnataka ", -- , Bowler , Right Handed Bat , Left-arm orthodox 
11095,Veda Krishnamurthy,/a/img/v1/152x152/i1/c155145/veda-krishnamurthy.jpg," Oct 16, 1992 (29 years) "," Kadur, Chikkamagaluru, Karnataka ", 5 ft 6 in , Batsman , Right Handed Bat , Right-arm legbreak 
11096,Ravi Kalpana,/a/img/v1/152x152/i1/c182026/ravi-kalpana.jpg," May 05, 1996 (25 years) "," Krishna, Andhra Pradesh ", -- , WK-Batsman , Right Handed Bat , Right-arm offbreak 
11097,Anuja Patil,/a/img/v1/152x152/i1/c154045/anuja-patil.jpg," Jun 28, 1992 (29 years) ", Kolhapur , -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
11098,Deepti Sharma,/a/img/v1/152x152/i1/c182026/deepti-sharma.jpg," Aug 24, 1997 (24 years) "," Agra, Uttar Pradesh ", -- , Batting Allrounder , Left Handed Bat , Right-arm offbreak 
11099,Vellaswamy Vanitha,/a/img/v1/152x152/i1/c182026/vellaswamy-vanitha.jpg," Jul 19, 1990 (31 years) "," Bangalore, Karnataka ", -- , Batsman , Right Handed Bat , Right-arm medium 
11100,Lauren Cheatle,/a/img/v1/152x152/i1/c154319/lauren-cheatle.jpg," Nov 06, 1998 (22 years) ", -- , -- , Bowler , Left Handed Bat , Left-arm fast-medium 
11101,Grace Harris,/a/img/v1/152x152/i1/c182026/grace-harris.jpg," Sep 18, 1993 (28 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11102,Naomi Stalenberg,/a/img/v1/152x152/i1/c151543/naomi-stalenberg.jpg," Apr 18, 1994 (27 years) "," Blacktown, New South Wales, Australia ", -- , Batsman , Right Handed Bat , Right-arm medium 
11103,Saimoni Tuitoga,/a/img/v1/152x152/i1/c182026/saimoni-tuitoga.jpg," Apr 27, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11104,Petero Cabebula,/a/img/v1/152x152/i1/c182026/petero-cabebula.jpg," Jan 19, 1999 (22 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11105,Malakai Cokovaki,/a/img/v1/152x152/i1/c182026/malakai-cokovaki.jpg," Nov 08, 1998 (22 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11106,Vaibhav Kapadia,/a/img/v1/152x152/i1/c182026/vaibhav-kapadia.jpg," Feb 06, 1998 (23 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
11107,Ledua Qionivoka,/a/img/v1/152x152/i1/c182026/ledua-qionivoka.jpg," Aug 02, 1997 (24 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm medium 
11108,Cakacaka Tikoisuva,/a/img/v1/152x152/i1/c182026/cakacaka-tikoisuva.jpg," May 31, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11109,Sosiceni Weleilakeba,/a/img/v1/152x152/i1/c182026/sosiceni-weleilakeba.jpg," Sep 21, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11110,Josaia Baleicikoibia,/a/img/v1/152x152/i1/c182026/josaia-baleicikoibia.jpg," Jun 30, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11111,Jack Charters,/a/img/v1/152x152/i1/c182026/jack-charters.jpg," Apr 20, 1999 (22 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm fast 
11112,Jordan Dunham,/a/img/v1/152x152/i1/c182026/jordan-dunham.jpg," Sep 12, 1997 (24 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm medium 
11113,Delaimatuku Maraiwai,/a/img/v1/152x152/i1/c182026/delaimatuku-maraiwai.jpg," May 22, 1997 (24 years) ", -- , -- , Batsman , Right Handed Bat , Fiji U19 
11114,Samuel Saunokonoko,/a/img/v1/152x152/i1/c182026/samuel-saunokonoko.jpg," Jan 27, 1998 (23 years) ", -- , -- , Bowler , Right Handed Bat , Fiji U19 
11115,Peni Vuniwaqa,/a/img/v1/152x152/i1/c182026/peni-vuniwaqa.jpg," Sep 29, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11116,Tuwai Yabaki,/a/img/v1/152x152/i1/c182026/tuwai-yabaki.jpg," Jan 01, 2000 (21 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
11117,Jack Tector,/a/img/v1/152x152/i1/c182026/jack-tector.jpg," Sep 02, 1996 (25 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11118,Andrew Austin,/a/img/v1/152x152/i1/c182026/andrew-austin.jpg," Sep 03, 1997 (24 years) ", -- , -- , Batsman , Left Handed Bat , Ireland U19 
11119,Adam Dennison,/a/img/v1/152x152/i1/c182026/adam-dennison.jpg," May 03, 1997 (24 years) ", -- , -- , Batsman , Right Handed Bat , Ireland U19 
11120,Aaron Gillespie,/a/img/v1/152x152/i1/c182026/aaron-gillespie.jpg," Mar 13, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Ireland U19 
11121,Gary McClintock,/a/img/v1/152x152/i1/c182026/gary-mcclintock.jpg," Jan 01, 1997 (24 years) ", -- , -- , Bowling Allrounder , Right Handed Bat , Ireland U19 
11122,Tom Stanton,/a/img/v1/152x152/i1/c182026/tom-stanton.jpg," Sep 21, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Left-arm medium 
11123,Fiachra Tucker,/a/img/v1/152x152/i1/c182026/fiachra-tucker.jpg, -- , -- , -- , -- , Right Handed Bat , Ireland U19 
11124,Benjamin White,/a/img/v1/152x152/i1/c182026/benjamin-white.jpg," Aug 29, 1998 (23 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm legbreak 
11125,Rory Anders,/a/img/v1/152x152/i1/c182026/rory-anders.jpg," Dec 10, 1997 (23 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm fast 
11126,Varun Chopra,/a/img/v1/152x152/i1/c153760/varun-chopra.jpg," Feb 01, 2000 (21 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm legbreak 
11127,Stephen Doheny,/a/img/v1/152x152/i1/c182026/stephen-doheny.jpg," Aug 20, 1998 (23 years) ", -- , -- , WK-Batsman , Right Handed Bat ," Ireland U19, Ireland, Ireland A "
11128,Joshua Little,/a/img/v1/152x152/i1/c171136/joshua-little.jpg," Nov 01, 1999 (21 years) ", Ireland , -- , Bowler , Right Handed Bat , Left-arm fast 
11129,William McClintock,/a/img/v1/152x152/i1/c182026/william-mcclintock.jpg," Jan 01, 1997 (24 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm medium 
11130,Harry Tector,/a/img/v1/152x152/i1/c153938/harry-tector.jpg," Dec 06, 1999 (21 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11131,Lorcan Tucker,/a/img/v1/152x152/i1/c191070/lorcan-tucker.jpg," Sep 10, 1996 (25 years) ", Ireland , -- , WK-Batsman , Right Handed Bat ," Ireland U19, Ireland, Ireland A, Dublin Chiefs, Team Caulfield "
11132,Petrus Burger,/a/img/v1/152x152/i1/c154715/petrus-burger.jpg," Nov 03, 1999 (21 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm legbreak 
11133,Motjaritje Honga,/a/img/v1/152x152/i1/c182026/motjaritje-honga.jpg," Apr 08, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11134,Fritz Coetzee,/a/img/v1/152x152/i1/c182026/fritz-coetzee.jpg," Jun 04, 1997 (24 years) ", Swakop , -- , Bowler , Right Handed Bat , Left-arm fast-medium 
11135,Chrischen Olivier,/a/img/v1/152x152/i1/c182026/chrischen-olivier.jpg," Mar 13, 1998 (23 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm fast-medium 
11136,Michael van Lingen,/a/img/v1/152x152/i1/c182026/michael-van-lingen.jpg," Oct 24, 1997 (23 years) ", -- , -- , Bowler , Left Handed Bat , Left-arm medium 
11137,Warren van Wyk,/a/img/v1/152x152/i1/c182026/warren-van-wyk.jpg," Nov 20, 1997 (23 years) ", -- , -- , Bowler , Left Handed Bat , Right-arm fast-medium 
11138,Charl Brits,/a/img/v1/152x152/i1/c182026/charl-brits.jpg," Jul 22, 1998 (23 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
11139,Burton Jacobs,/a/img/v1/152x152/i1/c182026/burton-jacobs.jpg," Apr 17, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11140,Jurgen Linde,/a/img/v1/152x152/i1/c155000/jurgen-linde.jpg," Feb 11, 1999 (22 years) ", Outjo , -- , Batsman , Left Handed Bat , Left-arm medium 
11141,Lohandre Louwrens,/a/img/v1/152x152/i1/c182026/lohandre-louwrens.jpg," Apr 24, 1999 (22 years) ", Keetmanshoop , -- , Batsman , Right Handed Bat ," Namibia U19, Namibia "
11142,Francois Rautenbach,/a/img/v1/152x152/i1/c182026/francois-rautenbach.jpg," Oct 17, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
11143,Eben van Wyk,/a/img/v1/152x152/i1/c155070/eben-van-wyk.jpg," Mar 19, 1999 (22 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm medium 
11144,Nathan McAndrew,/a/img/v1/152x152/i1/c182026/nathan-mcandrew.jpg," Jul 14, 1993 (28 years) "," Wollongong, NSW ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11145,Henry Shipley,/a/img/v1/152x152/i1/c151828/henry-shipley.jpg," May 10, 1996 (25 years) "," Darfield, Canterbury ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11146,Godwill Mamhiyo,/a/img/v1/152x152/i1/c182026/godwill-mamhiyo.jpg," May 13, 1992 (29 years) ", Bulawayo , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11147,Tatenda Mupunga,/a/img/v1/152x152/i1/c182026/tatenda-mupunga.jpg," Apr 24, 1987 (34 years) ", Harare , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11148,Prince Masvaure,/a/img/v1/152x152/i1/c155171/prince-masvaure.jpg," Oct 07, 1988 (33 years) ", Bulawayo , -- , Batsman , Left Handed Bat , Left-arm fast-medium 
11149,Santosh Shinde,/a/img/v1/152x152/i1/c182026/santosh-shinde.jpg," Nov 08, 1993 (27 years) "," Kheda, Gujarat ", -- , Bowler , Right Handed Bat , Right-arm medium 
11150,Bismillah Jan Shinwari,/a/img/v1/152x152/i1/c182026/bismillah-jan-shinwari.jpg," Mar 17, 1984 (37 years) ", -- , -- , -- , Right Handed Bat , Afghanistan 
11151,Izatullah Safi,/a/img/v1/152x152/i1/c182026/izatullah-safi.jpg," Jun 08, 1978 (43 years) ", -- , -- , -- , Right Handed Bat , Afghanistan 
11152,Ahmed Shah Pakteen,/a/img/v1/152x152/i1/c182026/ahmed-shah-pakteen.jpg," Jan 01, 1977 (44 years) ", Herat , -- , -- , Right Handed Bat , Afghanistan 
11153,Victor Nyauchi,/a/img/v1/152x152/i1/c182026/victor-nyauchi.jpg," Jul 08, 1992 (29 years) ", Harare , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11154,Raju Rijal,/a/img/v1/152x152/i1/c182026/raju-rijal.jpg," Sep 26, 1996 (25 years) ", Dhangadi , -- , WK-Batsman , Right Handed Bat ," Nepal U19, Nepal "
11155,Dipendra Singh Airee,/a/img/v1/152x152/i1/c182026/dipendra-singh-airee.jpg," Jan 24, 2000 (21 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
11156,Himanshu Dutta,/a/img/v1/152x152/i1/c182026/himanshu-dutta.jpg, -- , -- , -- , -- , Right Handed Bat , Nepal U19 
11157,Yogendra Singh Karki,/a/img/v1/152x152/i1/c182026/yogendra-singh-karki.jpg," Jul 03, 1997 (24 years) ", -- , -- , Batsman , Right Handed Bat , Nepal U19 
11158,Sandeep Lamichhane,/a/img/v1/152x152/i1/c146380/sandeep-lamichhane.jpg," Aug 02, 2000 (21 years) ", Syangja , -- , Bowler , Right Handed Bat , Right-arm legbreak 
11159,Rajbir Singh,/a/img/v1/152x152/i1/c182026/rajbir-singh.jpg," Sep 26, 1997 (24 years) ", Saptari , -- , Batsman , Left Handed Bat , Left-arm orthodox 
11160,Dipesh Shrestha,/a/img/v1/152x152/i1/c182026/dipesh-shrestha.jpg," May 08, 1998 (23 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11161,Prem Tamang,/a/img/v1/152x152/i1/c182026/prem-tamang.jpg," Dec 25, 1996 (24 years) ", Kanchanpur , -- , Bowler , Right Handed Bat , Right-arm offbreak 
11162,Sunil Dhamala,/a/img/v1/152x152/i1/c182026/sunil-dhamala.jpg," Jan 11, 1997 (24 years) ", Kalikot , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11163,Sushil Kandel,/a/img/v1/152x152/i1/c182026/sushil-kandel.jpg," Apr 08, 1997 (24 years) ", Nawalparasi , -- , Bowler , Left Handed Bat , Left-arm orthodox 
11164,Saurav Khanal,/a/img/v1/152x152/i1/c182026/saurav-khanal.jpg," Dec 19, 1996 (24 years) ", Arghakachi , -- , Batsman , Right Handed Bat , Right-arm fast-medium 
11165,Ishan Pandey,/a/img/v1/152x152/i1/c182026/ishan-pandey.jpg," Mar 02, 1998 (23 years) ", Syangja , -- , Batsman , Left Handed Bat ," Nepal U19, Nepal "
11166,Shankar Rana,/a/img/v1/152x152/i1/c182026/shankar-rana.jpg," Nov 06, 1996 (24 years) ", -- , -- , Batsman , Right Handed Bat , Nepal U19 
11167,Sandeep Sunar,/a/img/v1/152x152/i1/c182026/sandeep-sunar.jpg," Sep 14, 1998 (23 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm legbreak 
11168,Aniket Parikh,/a/img/v1/152x152/i1/c182026/aniket-parikh.jpg," Jul 07, 1997 (24 years) "," Gujarat, India ", -- , Bowler , Right Handed Bat , Right-arm offbreak 
11169,Talor Scott,/a/img/v1/152x152/i1/c182026/talor-scott.jpg," Dec 31, 1996 (24 years) "," Christchurch, Canterbury ", -- , WK-Batsman , Right Handed Bat , New Zealand U19 
11170,Nathan Smith,/a/img/v1/152x152/i1/c182026/nathan-smith.jpg," Jul 15, 1998 (23 years) "," Dunedin, Otago ", -- , Bowling Allrounder , Right Handed Bat , Right-arm fast-medium 
11171,Ross ter Braak,/a/img/v1/152x152/i1/c182026/ross-ter-braak.jpg," Jun 05, 1997 (24 years) ", Auckland , -- , Bowler , Right Handed Bat , Left-arm fast-medium 
11172,Finn Allen,/a/img/v1/152x152/i1/c154585/finn-allen.jpg," Apr 22, 1999 (22 years) ", Auckland , -- , WK-Batsman , Right Handed Bat ," New Zealand U19, Auckland, New Zealand XI, New Zealand A, Wellington, Royal Challengers Bangalore, New Zealand, Lancashire, Birmingham Phoenix "
11173,Zak Gibson,/a/img/v1/152x152/i1/c182026/zak-gibson.jpg," Mar 19, 1997 (24 years) "," Hamilton, Waikato ", -- , Bowler , Right Handed Bat , Right-arm medium 
11174,Felix Murray,/a/img/v1/152x152/i1/c154557/felix-murray.jpg," Oct 29, 1998 (22 years) ", Wellington , -- , Bowler , Left Handed Bat , Left-arm orthodox 
11176,Dale Phillips,/a/img/v1/152x152/i1/c156126/dale-phillips.jpg," Oct 15, 1998 (23 years) "," Johannesburg, Gauteng, South Africa ", -- , Batsman , Right Handed Bat , Right-arm fast-medium 
11177,Rachin Ravindra,/a/img/v1/152x152/i1/c154492/rachin-ravindra.jpg," Nov 18, 1999 (21 years) ", Wellington , -- , Batting Allrounder , Left Handed Bat , Left-arm orthodox 
11178,Ben Sears,/a/img/v1/152x152/i1/c182026/ben-sears.jpg," Feb 11, 1998 (23 years) "," Lower Hutt, Wellington ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11179,Daniel Stanley,/a/img/v1/152x152/i1/c182026/daniel-stanley.jpg," Sep 05, 1996 (25 years) "," Durban, KwaZulu-Natal, South Africa ", -- , Batsman , Left Handed Bat , Left-arm fast-medium 
11180,Gauhar Hafeez,/a/img/v1/152x152/i1/c182026/gauhar-hafeez.jpg, -- , -- , -- , Batsman , Right Handed Bat , Pakistan U19 
11181,Arsal Sheikh,/a/img/v1/152x152/i1/c182026/arsal-sheikh.jpg, -- , -- , -- , -- , Right Handed Bat , Pakistan U19 
11182,Hasan Mohsin,/a/img/v1/152x152/i1/c182026/hasan-mohsin.jpg," Jan 11, 1998 (23 years) ", Karachi , -- , Bowling Allrounder , Right Handed Bat , Right-arm legbreak 
11183,Mohammad Umar,/a/img/v1/152x152/i1/c182026/mohammad-umar.jpg," Dec 10, 1998 (22 years) "," Dera Ismail Khan, Khyber-Pakhtunkhwa Province ", -- , Batsman , Right Handed Bat , Pakistan U19 
11184,Saif Ali,/a/img/v1/152x152/i1/c182026/saif-ali.jpg," Oct 27, 1997 (23 years) ", Karachi , -- , Bowler , Right Handed Bat , Right-arm medium 
11185,Salman Fayyaz,/a/img/v1/152x152/i1/c182026/salman-fayyaz.jpg," Aug 11, 1997 (24 years) ", Lahore , -- , -- , Left Handed Bat , Pakistan U19 
11186,Shadab Khan,/a/img/v1/152x152/i1/c170779/shadab-khan.jpg," Oct 04, 1998 (23 years) ", Mianwali , -- , Bowling Allrounder , Right Handed Bat , Right-arm legbreak 
11187,Zeeshan Malik,/a/img/v1/152x152/i1/c182026/zeeshan-malik.jpg," Dec 26, 1996 (24 years) ", Chakwal , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11188,Ahmad Shafiq,/a/img/v1/152x152/i1/c182026/ahmad-shafiq.jpg, -- , -- , -- , -- , Left Handed Bat , Pakistan U19 
11189,Hassan Khan,/a/img/v1/152x152/i1/c155835/hassan-khan.jpg," Oct 16, 1998 (23 years) ", Karachi , -- , Bowling Allrounder , Right Handed Bat , Left-arm orthodox 
11190,Irfan Liaqat,/a/img/v1/152x152/i1/c182026/irfan-liaqat.jpg, -- , -- , -- , -- , Right Handed Bat , Pakistan U19 
11191,Muhammad Asad,/a/img/v1/152x152/i1/c182026/muhammad-asad.jpg, -- , -- , -- , -- , Right Handed Bat ," Pakistan U19, Pakistan U23 "
11192,Saif Badar,/a/img/v1/152x152/i1/c182026/saif-badar.jpg," Jul 03, 1998 (23 years) ", Sialkot , -- , Batsman , Right Handed Bat , Right-arm legbreak 
11193,Sameen Gul,/a/img/v1/152x152/i1/c182026/sameen-gul.jpg," Feb 04, 1999 (22 years) ", Jamrud , -- , Bowler , Right Handed Bat , Right-arm medium 
11194,Umair Masood,/a/img/v1/152x152/i1/c182026/umair-masood.jpg," Dec 07, 1997 (23 years) ", Rawalpindi , -- , WK-Batsman , Right Handed Bat ," Pakistan U19, Lahore Qalandars "
11195,Shivam Dube,/a/img/v1/152x152/i1/c183291/shivam-dube.jpg," Jun 26, 1993 (28 years) ", Mumbai , -- , Bowling Allrounder , Left Handed Bat , Right-arm medium 
11196,Tony de Zorzi,/a/img/v1/152x152/i1/c182026/tony-de-zorzi.jpg," Aug 28, 1997 (24 years) ", -- , -- , Batsman , Left Handed Bat , Right-arm offbreak 
11197,Dean Foxcroft,/a/img/v1/152x152/i1/c182026/dean-foxcroft.jpg," Apr 20, 1998 (23 years) ", -- , -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
11198,Willem Ludick,/a/img/v1/152x152/i1/c182026/willem-ludick.jpg," Mar 20, 1997 (24 years) ", Pretoria , -- , Bowling Allrounder , Right Handed Bat , Right-arm medium 
11199,Conor McKerr,/a/img/v1/152x152/i1/c157479/conor-mckerr.jpg," Jan 19, 1998 (23 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm fast 
11200,Wiaan Mulder,/a/img/v1/152x152/i1/c156946/wiaan-mulder.jpg," Feb 19, 1998 (23 years) ", Gauteng , -- , Bowling Allrounder , Right Handed Bat , Right-arm medium 
11201,Farhaan Sayanvala,/a/img/v1/152x152/i1/c182026/farhaan-sayanvala.jpg," Jul 08, 1997 (24 years) ", Johannesburg , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11202,Liam Smith,/a/img/v1/152x152/i1/c182026/liam-smith.jpg," May 11, 1997 (24 years) ", -- , -- , Batsman , Right Handed Bat , South Africa U19 
11203,Sean Whitehead,/a/img/v1/152x152/i1/c182026/sean-whitehead.jpg," Mar 07, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Left-arm orthodox 
11204,Ziyaad Abrahams,/a/img/v1/152x152/i1/c182026/ziyaad-abrahams.jpg," Mar 27, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm fast 
11205,Wandile Makwetu,/a/img/v1/152x152/i1/c157701/wandile-makwetu.jpg," Jan 07, 1999 (22 years) ", -- , -- , WK-Batsman , Right Handed Bat ," South Africa U19, Titans, South African Invitation XI, Knights "
11206,Rivaldo Moonsamy,/a/img/v1/152x152/i1/c182026/rivaldo-moonsamy.jpg," Sep 13, 1996 (25 years) ", -- , -- , Batsman , Right Handed Bat ," South Africa U19, Titans, Benoni Zalmi, South African Invitation XI, Northern Cape "
11207,Luke Philander,/a/img/v1/152x152/i1/c182026/luke-philander.jpg, -- , -- , -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
11208,Lutho Sipamla,/a/img/v1/152x152/i1/c182026/lutho-sipamla.jpg," May 12, 1998 (23 years) ", Port Elizabeth , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11209,Kyle Verreynne,/a/img/v1/152x152/i1/c182026/kyle-verreynne.jpg," May 12, 1997 (24 years) ", -- , -- , WK-Batsman , Right Handed Bat , Right-arm offbreak 
11210,Shahid Crooks,/a/img/v1/152x152/i1/c182026/shahid-crooks.jpg," Dec 22, 1996 (24 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm fast-medium 
11211,Jyd Goolie,/a/img/v1/152x152/i1/c182026/jyd-goolie.jpg," May 11, 1997 (24 years) ", -- , -- , Bowler , Left Handed Bat , Right-arm offbreak 
11212,Ryan John,/a/img/v1/152x152/i1/c182026/ryan-john.jpg," Sep 25, 1997 (24 years) ", -- , -- , Bowling Allrounder , Right Handed Bat , Right-arm fast-medium 
11213,Kirstan Kallicharan,/a/img/v1/152x152/i1/c152684/kirstan-kallicharan.jpg," Dec 29, 1999 (21 years) ", Trinidad , -- , Bowler , Right Handed Bat , Right-arm offbreak 
11214,Keemo Paul,/a/img/v1/152x152/i1/c157866/keemo-paul.jpg," Feb 21, 1998 (23 years) ", Guyana , -- , Bowling Allrounder , Right Handed Bat , Right-arm fast-medium 
11215,Odean Smith,/a/img/v1/152x152/i1/c182026/odean-smith.jpg," Nov 01, 1996 (24 years) "," St. Elizabeth, Jamaica ", -- , Bowler , Right Handed Bat , Right-arm medium 
11216,Emmanuel Stewart,/a/img/v1/152x152/i1/c157801/emmanuel-stewart.jpg," Aug 23, 1999 (22 years) "," Meldrum Village, Carriacou, Grenada ", -- , Batsman , Right Handed Bat , West Indies U19 
